#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_900114455.1	PRJEB17446	SAMN04487950	FOTC00000000.1	na	553466	553466	Halogranum rubrum	strain=CGMCC 1.7738		latest	Scaffold	Major	Partial	2016/11/02	IMG-taxon 2619618990 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/455/GCA_900114455.1_IMG-taxon_2619618990_annotated_assembly	partial
GCA_900113245.1	PRJEB17299	SAMN04488063	FOOQ00000000.1	na	553467	553467	Halopelagius inordinatus	strain=CGMCC 1.7739		latest	Contig	Major	Partial	2016/11/02	IMG-taxon 2617270917 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/245/GCA_900113245.1_IMG-taxon_2617270917_annotated_assembly	partial
GCA_900156425.1	PRJEB18898	SAMN05421858	FTNO00000000.1	na	553468	553468	Haladaptatus litoreus	strain=CGMCC 1.7737		latest	Scaffold	Major	Full	2017/01/15	IMG-taxon 2681812914 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/425/GCA_900156425.1_IMG-taxon_2681812914_annotated_assembly	
GCA_900112175.1	PRJEB17150	SAMN04487947	FOYT00000000.1	na	553469	553469	Halogeometricum rufum	strain=CGMCC 1.7736		latest	Contig	Major	Partial	2016/11/02	IMG-taxon 2617270920 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/175/GCA_900112175.1_IMG-taxon_2617270920_annotated_assembly	partial
GCA_900107665.1	PRJEB16634	SAMN04488065	FNQT00000000.1	na	555874	555874	Haloplanus vescus	strain=CGMCC 1.8712		latest	Scaffold	Major	Partial	2016/10/22	IMG-taxon 2617270898 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/665/GCA_900107665.1_IMG-taxon_2617270898_annotated_assembly	partial
GCA_900115785.1	PRJEB17136	SAMN04488124	FOYS00000000.1	na	555875	555875	Halogeometricum limi	strain=CGMCC 1.8711		latest	Scaffold	Major	Partial	2016/11/02	IMG-taxon 2617270895 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/785/GCA_900115785.1_IMG-taxon_2617270895_annotated_assembly	partial
GCA_000213215.1	PRJNA60875	SAMN02602984		representative genome	933801	563177	Acidianus hospitalis W1	strain=W1		latest	Complete Genome	Major	Full	2011/05/12	ASM21321v1	Archaea Centre, Department of Biology, University of Copenhagen, Copenhagen 2200 N, Denmark	GCF_000213215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/215/GCA_000213215.1_ASM21321v1	
GCA_000789255.1	PRJNA261279	SAMN03070125		representative genome	565033	565033	Geoglobus acetivorans	strain=SBH6		latest	Complete Genome	Major	Full	2014/12/04	ASM78925v1	Centre Bioengineering RAS	GCF_000789255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/255/GCA_000789255.1_ASM78925v1	
GCA_000011005.1	PRJDA20361	SAMD00060931		na	304371	570267	Methanocella paludicola SANAE	strain=SANAE		latest	Complete Genome	Major	Full	2009/12/25	ASM1100v1	NITE	GCF_000011005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1	missing rRNA genes
GCA_000815385.1	PRJNA271197	SAMN03273288	JXAO00000000.1	na	575195	575195	Haloarcula salaria	strain=H5-DGR		latest	Contig	Major	Full	2015/01/06	ASM81538v1	Directorate of Groundnut Research (Indian Council of Agricultural Research)	GCF_000815385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/385/GCA_000815385.1_ASM81538v1	
GCA_000517445.1	PRJNA230233	SAMN03081513		representative genome	582419	582419	Thermococcus paralvinellae	strain=ES1		latest	Complete Genome	Major	Full	2014/01/10	ASM51744v1	Kyung Hee University	GCF_000517445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/445/GCA_000517445.1_ASM51744v1	
GCA_900156445.1	PRJEB18899	SAMN05421809	FTNP00000000.1	na	588898	588898	Haloterrigena daqingensis	strain=CGMCC 1.8909		latest	Contig	Major	Full	2017/01/14	IMG-taxon 2681812915 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/445/GCA_900156445.1_IMG-taxon_2681812915_annotated_assembly	
GCA_900116205.1	PRJEB17531	SAMN04488556	FOZS00000000.1	na	619731	619731	Halostagnicola kamekurae	strain=DSM 22427		latest	Contig	Major	Partial	2016/11/02	IMG-taxon 2639762563 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/205/GCA_900116205.1_IMG-taxon_2639762563_annotated_assembly	partial
GCA_900108095.1	PRJEB16711	SAMN04487967	FNWL00000000.1	na	640943	640943	Natronorubrum sediminis	strain=CGMCC 1.8981		latest	Scaffold	Major	Partial	2016/10/27	IMG-taxon 2617270925 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/095/GCA_900108095.1_IMG-taxon_2617270925_annotated_assembly	partial
GCA_000025525.1	PRJNA37943	SAMN02598520		na	644281	644281	Methanocaldococcus sp. FS406-22	strain=FS406-22		latest	Complete Genome	Major	Full	2010/02/17	ASM2552v1	US DOE Joint Genome Institute	GCF_000025525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/525/GCA_000025525.1_ASM2552v1	
GCA_000711905.1	PRJNA235052	SAMN02746094	JONQ00000000.1	representative genome	1122233	660064	Methermicoccus shengliensis DSM 18856	strain=DSM 18856		latest	Scaffold	Major	Full	2014/06/25	ASM71190v1	DOE Joint Genome Institute	GCF_000711905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/905/GCA_000711905.1_ASM71190v1	
GCA_900107195.1	PRJEB16617	SAMN04487946	FNPB00000000.1	na	660517	660517	Halobellus clavatus	strain=CGMCC 1.10118		latest	Contig	Major	Partial	2016/10/22	IMG-taxon 2617270777 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/195/GCA_900107195.1_IMG-taxon_2617270777_annotated_assembly	partial
GCA_900102305.1	PRJEB15830	SAMN05216218	FNBK00000000.1	na	660518	660518	Halorientalis regularis	strain=IBRC-M 10760		latest	Scaffold	Major	Partial	2016/10/21	IMG-taxon 2651870125 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/305/GCA_900102305.1_IMG-taxon_2651870125_annotated_assembly	partial
GCA_900110465.1	PRJEB16956	SAMN04487948	FODV00000000.1	na	660520	660520	Halogranum amylolyticum	strain=CGMCC 1.10121		latest	Scaffold	Major	Partial	2016/11/17	IMG-taxon 2617270928 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/465/GCA_900110465.1_IMG-taxon_2617270928_annotated_assembly	partial
GCA_900103715.1	PRJEB16198	SAMN04487949	FNHL00000000.1	na	660521	660521	Halogranum gelatinilyticum	strain=CGMCC 1.10119		latest	Contig	Major	Partial	2016/10/21	IMG-taxon 2617270902 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/715/GCA_900103715.1_IMG-taxon_2617270902_annotated_assembly	partial
GCA_001889985.1	PRJNA349044	SAMN05937499	MOEG00000000.1	na	1912863	662757	Candidatus Micrarchaeum acidiphilum ARMAN-1		ARMAN-1	latest	Scaffold	Major	Full	2016/12/06	ASM188998v1	UC Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/985/GCA_001889985.1_ASM188998v1	derived from metagenome
GCA_000192595.1	PRJNA63555	SAMN02954274	AEYN00000000.1	na	994837	662759	Candidatus Parvarchaeum acidiphilum ARMAN-4_'5-way FS'			latest	Scaffold	Major	Partial	2011/03/18	ASM19259v1	University of California Berkeley	GCF_000192595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/595/GCA_000192595.1_ASM19259v1	derived from metagenome ; partial
GCA_000192615.1	PRJNA63557	SAMN02954274	AEYO00000000.1	na	994838	662761	Candidatus Parvarchaeum acidophilus ARMAN-5_'5-way FS'			latest	Scaffold	Major	Partial	2011/03/18	ASM19261v1	University of California Berkeley	GCF_000192615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/615/GCA_000192615.1_ASM19261v1	derived from metagenome ; partial
GCA_000363885.1	PRJNA194097	SAMN02470129	APMM00000000.1	na	1069083	667126	Methanocaldococcus villosus KIN24-T80	strain=KIN24-T80		latest	Contig	Major	Full	2013/04/11	MethanoVillo1.0	King Abdullah University of Science and Technology	GCF_000363885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/363/885/GCA_000363885.1_MethanoVillo1.0	
GCA_000371805.1	PRJNA82617	SAMN02261307	AQUK00000000.1	representative genome	1069083	667126	Methanocaldococcus villosus KIN24-T80	strain=KIN24-T80		latest	Contig	Major	Full	2013/04/19	ASM37180v1	JGI	GCF_000371805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/371/805/GCA_000371805.1_ASM37180v1	
GCA_000447225.1	PRJNA209806	SAMN02981548	ATMF00000000.1	na	667135	667135	Thermoplasmatales archaeon A-plasma			latest	Contig	Major	Full	2013/08/14	amd a-plasma	University of California Berkeley	GCF_000447225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/225/GCA_000447225.1_amd_a-plasma	derived from environmental source ; derived from metagenome
GCA_000496135.1	PRJNA209805	SAMN02981547	ATME00000000.1	na	667137	667137	Thermoplasmatales archaeon E-plasma			latest	Scaffold	Major	Full	2013/11/07	amd e-plasma	University of California Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/135/GCA_000496135.1_amd_e-plasma	derived from environmental source ; derived from metagenome
GCA_001856825.1	PRJNA209804	SAMN02981546	ATMD00000000.1	na	667138	667138	Thermoplasmatales archaeon I-plasma			latest	Contig	Major	Full	2013/08/14	amd i-plasma	University of California Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/825/GCA_001856825.1_amd_i-plasma	derived from environmental source ; derived from metagenome
GCA_000327505.1	PRJNA73039	SAMN02261429		representative genome	673860	673860	Aciduliprofundum sp. MAR08-339	strain=MAR08-339		latest	Complete Genome	Major	Full	2012/12/21	ASM32750v1	JGI	GCF_000327505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/505/GCA_000327505.1_ASM32750v1	
GCA_000258425.1	PRJNA91117	SAMN02603095		na	1163730	683846	Fervidicoccus fontis Kam940	strain=Kam940		latest	Complete Genome	Major	Full	2012/04/10	ASM25842v1	Centre Bioengineering RAS	GCF_000258425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/425/GCA_000258425.1_ASM25842v1	missing tRNA genes
GCA_000283335.1	PRJNA170600	SAMN02470186	ALJD00000000.1	representative genome	1210908	693851	Halogranum salarium B-1	strain=B-1		latest	Contig	Major	Full	2012/08/03	162.HSB1.1	Korea Research Institute of Bioscience and Biotechnology	GCF_000283335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/335/GCA_000283335.1_162.HSB1.1	
GCA_001307315.1	PRJNA272888	SAMN03287580	LGUC00000000.1	na	699431	699431	Halolamina pelagica	strain=CDK2		latest	Contig	Major	Full	2015/10/06	Halpeg_cdk2_1	Indian Agricultural Research Institute, New Delhi	GCF_001307315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/315/GCA_001307315.1_Halpeg_cdk2_1	
GCA_900115675.1	PRJEB17409	SAMN05216277	FOXI00000000.1	na	699431	699431	Halolamina pelagica	strain=CGMCC 1.10329		latest	Contig	Major	Full	2016/11/02	IMG-taxon 2663762745 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCF_900115675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/675/GCA_900115675.1_IMG-taxon_2663762745_annotated_assembly	
GCA_000405225.1	PRJNA192371	SAMN02440539	ASMP00000000.1	na	743729	743729	Nanoarchaeota archaeon SCGC AAA011-D5	strain=SCGC AAA011-D5		latest	Contig	Major	Full	2013/06/03	ASM40522v1	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/225/GCA_000405225.1_ASM40522v1	derived from single cell
GCA_000404525.1	PRJNA192502	SAMN02441613	ASMS00000000.1	na	743731	743731	Diapherotrites archaeon SCGC AAA011-N19	strain=SCGC AAA011-N19		latest	Contig	Major	Partial	2013/06/03	ASM40452v1	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/525/GCA_000404525.1_ASM40452v1	derived from single cell ; partial
GCA_000230955.3	PRJNA59739	SAMN02261380		representative genome	751944	751944	Halobacterium sp. DL1	strain=DL1		latest	Complete Genome	Major	Full	2014/01/13	ASM23095v3	JGI	GCF_000230955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/955/GCA_000230955.3_ASM23095v3	
GCA_000224475.1	PRJNA52855	SAMN02232027		representative genome	756883	756883	halophilic archaeon DL31	strain=DL31		latest	Complete Genome	Major	Full	2011/08/26	ASM22447v1	DOE Joint Genome Institute	GCF_000224475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/475/GCA_000224475.1_ASM22447v1	
GCA_900114435.1	PRJEB17444	SAMN05216559	FOZK00000000.1	na	767519	767519	Halomicrobium zhouii	strain=CGMCC 1.10457		latest	Scaffold	Major	Partial	2016/11/02	IMG-taxon 2667527389 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/435/GCA_900114435.1_IMG-taxon_2667527389_annotated_assembly	partial
GCA_000828575.1	PRJDA50633	SAMD00060975		na	866790	866790	Methanothermobacter sp. CaT2	strain=CaT2		latest	Complete Genome	Major	Full	2012/12/03	ASM82857v1	National Institute of Genetics	GCF_000828575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/575/GCA_000828575.1_ASM82857v1	
GCA_001748385.1	PRJDB4306	SAMD00042494	BCLI00000000.1	na	867917	867917	Vulcanisaeta thermophila	strain=CBA1501		latest	Contig	Major	Full	2016/07/28	ASM174838v1	Korea Basic Science Institute	GCF_001748385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/385/GCA_001748385.1_ASM174838v1	
GCA_000214725.1	PRJNA53561	SAMN00713630		representative genome	868131	868131	Methanobacterium paludis	strain=SWAN1		latest	Complete Genome	Major	Full	2011/05/24	ASM21472v1	US DOE Joint Genome Institute	GCF_000214725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1	
GCA_000191585.1	PRJNA53495	SAMN02232037		representative genome	877455	877455	Methanobacterium lacus	strain=AL-21		latest	Complete Genome	Major	Full	2011/03/07	ASM19158v1	US DOE Joint Genome Institute	GCF_000191585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1	
GCA_000327485.1	PRJNA63567	SAMN02232038		representative genome	593750	882104	Methanoregula formicica SMSP	strain=SMSP		latest	Complete Genome	Major	Full	2012/12/21	ASM32748v1	DOE Joint Genome Institute	GCF_000327485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1	
GCA_000220375.1	PRJNA52647	SAMN01940911	AEIY00000000.1	na	889948	889948	Candidatus Nanosalina sp. J07AB43			latest	Scaffold	Major	Full	2011/07/11	ASM22037v1	University of California, San Diego, Scripps Institution of Oceanography	GCF_000220375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/375/GCA_000220375.1_ASM22037v1	derived from metagenome
GCA_000220355.1	PRJNA52645	SAMN01940911	AEIX00000000.1	na	889962	889962	Candidatus Nanosalinarum sp. J07AB56			latest	Scaffold	Major	Full	2011/07/11	ASM22035v1	University of California, San Diego, Scripps Institution of Oceanography	GCF_000220355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/355/GCA_000220355.1_ASM22035v1	derived from metagenome
GCA_900100385.1	PRJEB16002	SAMN05216226	FNFC00000000.1	na	890420	890420	Halovenus aranensis	strain=IBRC-M10015		latest	Scaffold	Major	Partial	2016/10/21	IMG-taxon 2651870124 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/385/GCA_900100385.1_IMG-taxon_2651870124_annotated_assembly	partial
GCA_000430485.1	PRJNA62219	SAMN00203929	AKID00000000.1	na	913025	913025	Thermococcus sp. PK	strain=PK		latest	Scaffold	Major	Full	2013/07/16	ASM43048v1	JGI	GCF_000430485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/485/GCA_000430485.1_ASM43048v1	
GCA_000402775.1	PRJNA192382	SAMN02441070	AQSC00000000.1	na	913322	913322	Euryarchaeota archaeon SCGC AAA252-I15	strain=SCGC AAA252-I15		latest	Contig	Major	Full	2013/05/29	ASM40277v1	DOE Joint Genome Institute	GCF_000402775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/775/GCA_000402775.1_ASM40277v1	derived from single cell
GCA_000402075.1	PRJNA66857	SAMN02440520	ARWO00000000.1	na	913333	913333	Thaumarchaeota archaeon SCGC AAA007-O23	strain=SCGC AAA007-O23		latest	Contig	Major	Full	2013/05/29	ASM40207v1	JGI	GCF_000402075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/075/GCA_000402075.1_ASM40207v1	derived from single cell
GCA_000372505.1	PRJNA66861	SAMN02261270	AQTW00000000.1	na	913335	913335	Marine Group III euryarchaeote SCGC AAA007-O11	strain=SCGC AAA007-O11		latest	Contig	Major	Partial	2013/04/19	ASM37250v1	JGI	GCF_000372505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/372/505/GCA_000372505.1_ASM37250v1	derived from single cell ; partial
GCA_000382725.2	PRJNA66863	SAMN02261271	AQTX00000000.1	na	913336	913336	Marine Group III euryarchaeote SCGC AAA288-E19	strain=SCGC AAA288-E19		latest	Contig	Major	Partial	2013/04/25	ASM38272v2	JGI	GCF_000382725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/725/GCA_000382725.2_ASM38272v2	derived from single cell ; partial
GCA_000725425.1	PRJNA207495	SAMN03081469		representative genome	1343739	971279	Palaeococcus pacificus DY20341	strain=DY20341		latest	Complete Genome	Major	Full	2014/07/14	ASM72542v1	The third institute of oceanography of SOA,PRChina	GCF_000725425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1	
GCA_000190315.1	PRJNA63027	SAMN02603092		representative genome	985053	985052	Vulcanisaeta moutnovskia 768-28	strain=768-28		latest	Complete Genome	Major	Full	2011/02/22	ASM19031v1	Centre Bioengineering RAS	GCF_000190315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/315/GCA_000190315.1_ASM19031v1	
GCA_900103505.1	PRJEB16222	SAMN05192554	FNIA00000000.1	na	996166	996166	Haloarchaeobius iranensis	strain=EB21,IBRC-M 10013,KCTC 4048		latest	Scaffold	Major	Partial	2016/10/21	IMG-taxon 2651870127 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/505/GCA_900103505.1_IMG-taxon_2651870127_annotated_assembly	partial
GCA_000204925.1	PRJNA65497	SAMN02603221		representative genome	1006006	1006005	Metallosphaera cuprina Ar-4	strain=Ar-4		latest	Complete Genome	Major	Full	2011/04/19	ASM20492v1	Environmental Microbiology Research Center (EMRC)	GCF_000204925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/925/GCA_000204925.1_ASM20492v1	
GCA_000204585.1	PRJNA52465	SAMN02471010	AEGP00000000.1	na	886738	1007084	Candidatus Nitrosoarchaeum limnia SFB1	strain=SFB1		latest	Chromosome	Major	Full	2011/04/20	ASM20458v1	Stanford University	GCF_000204585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/585/GCA_000204585.1_ASM20458v1	derived from single cell
GCA_000241145.2	PRJNA50027	SAMN00016663	AHJG00000000.1	representative genome	859192	1007084	Candidatus Nitrosoarchaeum limnia BG20	strain=BG20		latest	Contig	Major	Full	2012/01/04	ASM24114v2	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCF_000241145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/145/GCA_000241145.2_ASM24114v2	
GCA_001593955.1	PRJNA313152	SAMN04516086	LTAZ00000000.1	na	1008153	1008153	Halalkalicoccus paucihalophilus	strain=DSM 24557		latest	Contig	Major	Full	2016/03/18	ASM159395v1	Goettingen Genomics Laboratory	GCF_001593955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/955/GCA_001593955.1_ASM159395v1	
GCA_000215995.1	PRJNA66055	SAMN02603867		representative genome	529709	1008460	Pyrococcus yayanosii CH1	strain=CH1		latest	Complete Genome	Major	Full	2011/06/07	ASM21599v1	Shanghai JiaoTong University	GCF_000215995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/995/GCA_000215995.1_ASM21599v1	
GCA_000328925.1	PRJNA66411	SAMN02469592	AJVJ00000000.1	representative genome	1027373	1027373	Nitrosopumilus sp. AR	strain=AR		latest	Contig	Major	Full	2012/12/31	NAR	Chungbuk National University	GCF_000328925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/925/GCA_000328925.1_NAR	
GCA_000328945.1	PRJNA66413	SAMN02469589	AJVI00000000.1	representative genome	1027374	1027374	Nitrosopumilus sp. SJ	strain=SJ		latest	Contig	Major	Full	2012/12/31	NSJ	Chungbuk National University	GCF_000328945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/945/GCA_000328945.1_NSJ	
GCA_000382765.1	PRJNA66859	SAMN02261269	ARPJ00000000.1	na	1032475	1032475	Marine group II euryarchaeote SCGC AAA288-C18	strain=SCGC AAA288-C18		latest	Contig	Major	Partial	2013/04/25	ASM38276v1	JGI	GCF_000382765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/765/GCA_000382765.1_ASM38276v1	derived from single cell ; partial
GCA_000698785.1	PRJEA60103	SAMN02721150		representative genome	926571	1034015	Nitrososphaera viennensis EN76	strain=EN76		latest	Complete Genome	Major	Full	2014/06/06	ASM69878v1	University of Vienna	GCF_000698785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1	
GCA_000744315.1	PRJNA210206	SAMN02745719	JQLR00000000.1	na	1036677	1036677	Methanosarcina soligelidi	strain=SMA-21		latest	Contig	Major	Full	2014/08/28	ASM74431v1	DOE Joint Genome Institute	GCF_000744315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/744/315/GCA_000744315.1_ASM74431v1	
GCA_000221185.1	PRJNA67883	SAMN02603471		na	1042877	1042877	Thermococcus sp. 4557	strain=4557		latest	Complete Genome	Major	Full	2011/07/22	ASM22118v1	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration (SOA),PR China	GCF_000221185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/185/GCA_000221185.1_ASM22118v1	
GCA_000380865.1	PRJNA192357	SAMN02441388	AQYU00000000.1	na	1046938	1046938	Candidatus Aenigmarchaeota archaeon SCGC AAA011-F07	strain=SCGC AAA011-F07		latest	Contig	Major	Partial	2013/04/23	ASM38086v1	DOE Joint Genome Institute	GCF_000380865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/865/GCA_000380865.1_ASM38086v1	derived from single cell ; partial
GCA_000380905.1	PRJNA192360	SAMN02440424	AQYW00000000.1	na	1046946	1046946	Nanoarchaeota archaeon SCGC AAA011-L22	strain=SCGC AAA011-L22		latest	Contig	Major	Full	2013/04/23	ASM38090v1	DOE Joint Genome Institute	GCF_000380905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/905/GCA_000380905.1_ASM38090v1	derived from single cell
GCA_900107205.1	PRJEB16621	SAMN05216564	FNPC00000000.1	na	1048396	1048396	Halopenitus persicus	strain=DC30,IBRC 10041,KCTC 4046		latest	Scaffold	Major	Partial	2016/10/22	IMG-taxon 2654587885 annotated assembly	DOE - JOINT GENOME INSTITUTE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/205/GCA_900107205.1_IMG-taxon_2654587885_annotated_assembly	partial
GCA_000380705.1	PRJNA192282	SAMN02441387	AQYM00000000.1	na	1052801	1052801	Crenarchaeota archaeon SCGC AAA471-B05	strain=SCGC AAA471-B05		latest	Contig	Major	Full	2013/04/23	ASM38070v1	DOE Joint Genome Institute	GCF_000380705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/705/GCA_000380705.1_ASM38070v1	derived from single cell
GCA_000405885.1	PRJNA192284	SAMN02441603	ASPO00000000.1	na	1052802	1052802	Crenarchaeota archaeon SCGC AAA471-B23	strain=SCGC AAA471-B23		latest	Contig	Major	Full	2013/06/03	ASM40588v1	DOE Joint Genome Institute	GCF_000405885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/885/GCA_000405885.1_ASM40588v1	derived from single cell
GCA_000402895.1	PRJNA192285	SAMN02440401	AQTC00000000.1	na	1052803	1052803	Crenarchaeota archaeon SCGC AAA471-C03	strain=SCGC AAA471-C03		latest	Contig	Major	Full	2013/05/29	ASM40289v1	DOE Joint Genome Institute	GCF_000402895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/895/GCA_000402895.1_ASM40289v1	derived from single cell
